Filename,Average,P1,P2,P3
AF106.jpg,3.033333,3,3,4
AF1060.jpg,2.433333,2,3,2
AF1061.jpg,2.766667,2,3,4
AF1062.jpg,4.183333,4,4,5
AF1063.jpg,4.316667,4,5,4
AF1064.jpg,3.883333,3,4,3
AF1065.jpg,3.85,3,3,5
AF1066.jpg,1.683333,1,3,1
AF1067.jpg,2.583333,2,3,3
AF1068.jpg,4.116667,4,4,4
AF1069.jpg,3.183333,3,3,4
AF107.jpg,1.883333,1,3,1
AF1070.jpg,2.5,3,3,3
AF1071.jpg,3.133333,3,3,3
AF1072.jpg,3.233333,3,3,4
AF1073.jpg,2.666667,2,3,3
AF1074.jpg,3.116667,2,3,3
AF1075.jpg,3.9,4,5,4
AF1076.jpg,1.4,1,2,1
AF1077.jpg,3.116667,1,3,3
AF1078.jpg,3.483333,3,4,3
AF1079.jpg,2.966667,3,3,3
AF108.jpg,2.783333,3,3,4
AF1080.jpg,3.916667,3,5,4
AF1081.jpg,2.9,2,3,3
AF1082.jpg,2.633333,2,3,4
AF1083.jpg,4.4,5,4,4
AF1084.jpg,1.833333,1,3,1
AF1085.jpg,2.283333,2,3,1
AF1086.jpg,3.65,4,4,5
AF1087.jpg,2.766667,2,3,3
AF1088.jpg,3.866667,4,4,4
AF1089.jpg,2.033333,1,3,1
AF109.jpg,2.333333,1,3,1
AF1090.jpg,3.966667,4,4,4
AF1091.jpg,2.916667,2,3,3
AF1092.jpg,2.25,2,3,2
AF1093.jpg,3.633333,3,4,4
AF1094.jpg,4.066667,3,4,5
AF1095.jpg,2.666667,1,3,3
AF1096.jpg,2.366667,3,3,2
AF1097.jpg,2.466667,2,3,2
AF1098.jpg,1.55,1,3,1
AF1099.jpg,4.183333,4,5,5
AF11.jpg,2.316667,2,3,3
AF110.jpg,3.25,3,3,4
AF1100.jpg,2.666667,2,3,2
AF1101.jpg,3.8,5,4,3
AF1102.jpg,3.833333,4,4,4
AF1103.jpg,3.05,3,3,3
AF1104.jpg,4.133333,5,5,4
AF1105.jpg,1.716667,1,3,4
AF1106.jpg,3.516667,3,3,4
AF1107.jpg,4.216667,5,4,4
AF1108.jpg,1.866667,1,3,1
AF1109.jpg,3.883333,3,4,4
AF111.jpg,2.75,3,3,2
AF1110.jpg,4.233333,4,4,5
AF1111.jpg,2.383333,2,3,2
AF1112.jpg,4.233333,5,4,4
AF1113.jpg,3.35,3,4,4
AF1114.jpg,2.966667,3,3,3
AF1115.jpg,4.016667,4,5,5
AF1116.jpg,4.016667,4,4,4
AF1117.jpg,1.966667,1,3,1
AF1118.jpg,1.833333,1,3,1
AF1119.jpg,2.7,2,3,3
AF112.jpg,2.65,2,3,3
AF1120.jpg,2.9,2,3,3
AF1121.jpg,1.966667,1,3,1
AF1122.jpg,3.6,4,4,4
AF1123.jpg,2.516667,2,3,2
AF1124.jpg,3.55,4,3,5
AF1125.jpg,2.75,3,3,3
AF1126.jpg,2.583333,1,4,4
AF1127.jpg,2.866667,3,3,3
AF1128.jpg,2.533333,3,3,2
AF1129.jpg,4.166667,4,5,5
AF113.jpg,3.366667,3,3,3
AF1130.jpg,2.833333,4,3,4
AF1131.jpg,3.066667,3,3,3
AF1132.jpg,3.233333,2,4,4
AF1133.jpg,3.233333,3,3,3
AF1134.jpg,3.333333,3,3,3
AF1135.jpg,3.4,3,4,4
AF1136.jpg,3.366667,4,3,3
AF1137.jpg,2.7,3,3,2
AF1138.jpg,2.333333,2,3,2
AF1139.jpg,2.883333,2,3,2
AF114.jpg,2.516667,1,3,2
AF1140.jpg,3.9,3,4,5
AF1141.jpg,3.15,4,4,4
AF1142.jpg,2.666667,3,3,4
AF1143.jpg,1.983333,1,3,1
AF1144.jpg,2.716667,3,3,2
AF1145.jpg,2.016667,1,3,2
AF1146.jpg,3.1,3,3,4
AF1147.jpg,3.55,4,4,3
AF1148.jpg,3.816667,3,3,4
AF1149.jpg,3.5,4,3,5
AF115.jpg,2.95,3,3,3
AF1150.jpg,2.9,3,3,3
AF1151.jpg,2.166667,2,3,3
AF1152.jpg,3.3,4,4,4
AF1153.jpg,3.266667,3,3,3
AF1154.jpg,4.1,4,4,5
AF1155.jpg,2.766667,3,3,3
AF1156.jpg,4.183333,4,4,4
AF1157.jpg,3.016667,3,3,4
AF1158.jpg,4.416667,5,4,5
AF1159.jpg,3.983333,5,5,4
AF116.jpg,1.983333,2,3,1
AF1160.jpg,3.683333,4,3,5
AF1161.jpg,2.066667,1,3,2
AF1162.jpg,4.1,4,5,5
AF1163.jpg,3.133333,2,3,4
AF1164.jpg,2.916667,3,3,3
AF1165.jpg,3.066667,3,3,3
AF1166.jpg,3.75,3,4,4
AF1167.jpg,4.1,4,5,5
AF1168.jpg,3.883333,3,4,4
AF1169.jpg,3.6,4,4,4
AF117.jpg,2.4,1,3,2
AF1170.jpg,4.283333,5,4,4
AF1171.jpg,4.283333,4,4,5
AF1172.jpg,3.916667,5,5,4
AF1173.jpg,2.216667,1,3,2
AF1174.jpg,4.5,5,5,4
AF1175.jpg,4.333333,5,4,5
AF1176.jpg,2.366667,1,3,2
AF1177.jpg,3.683333,3,4,4
AF1178.jpg,3.983333,3,4,4
AF1179.jpg,3.933333,4,4,4
AF118.jpg,2.8,1,3,3
AF1180.jpg,3.65,3,3,3
AF1181.jpg,2.5,1,3,3
AF1182.jpg,2.916667,3,3,3
AF1183.jpg,3.616667,3,3,3
AF1184.jpg,2.333333,1,3,1
AF1185.jpg,2.616667,2,3,2
AF1186.jpg,2.2,2,3,2
AF1187.jpg,3.8,5,4,4
AF1188.jpg,2.516667,3,3,3
AF1189.jpg,2.733333,4,4,4
AF119.jpg,2.266667,2,3,1
AF1190.jpg,2.65,1,3,3
AF1191.jpg,4.233333,4,5,5
AF1192.jpg,2.983333,3,3,4
AF1193.jpg,2.3,2,3,2
AF1194.jpg,4.233333,4,4,5
AF1195.jpg,3.433333,3,3,3
AF1196.jpg,3.666667,4,4,4
AF1197.jpg,3.683333,4,3,5
AF1198.jpg,3.766667,4,3,4
AF1199.jpg,4.116667,4,5,3
AF12.jpg,2.083333,1,3,1
AF120.jpg,2.366667,2,3,3
AF1200.jpg,3.7,3,3,4
AF1201.jpg,3.283333,3,4,4
AF1202.jpg,3.333333,3,3,4
AF1203.jpg,3.366667,3,3,4
AF1204.jpg,2.8,2,3,2
AF1205.jpg,4.133333,5,4,4
AF1206.jpg,3.283333,3,3,4
AF1207.jpg,4.05,4,3,4
AF1208.jpg,4.316667,5,5,4
AF1209.jpg,3.266667,2,3,3
AF121.jpg,2.383333,3,3,1
AF1210.jpg,2.616667,3,3,3
AF1211.jpg,4.166667,5,5,5
AF1212.jpg,3.883333,4,4,4
AF1213.jpg,3.433333,4,3,3
AF1214.jpg,3.116667,3,3,3
AF1215.jpg,3.183333,4,3,4
AF1216.jpg,2.783333,3,3,2
AF1217.jpg,3.216667,4,3,4
AF1218.jpg,3.35,4,4,4
AF1219.jpg,3.2,3,3,3
AF122.jpg,2.266667,2,3,3
AF1220.jpg,2.833333,3,3,3
AF1221.jpg,4.2,4,5,5
AF1222.jpg,3.7,3,4,4
AF1223.jpg,2.133333,1,3,1
AF1224.jpg,3.95,5,4,5
AF1225.jpg,2.8,4,4,3
AF1226.jpg,2.3,2,3,2
AF1227.jpg,3.433333,3,3,3
AF1228.jpg,3.333333,3,3,3
AF1229.jpg,2.883333,3,3,3
AF123.jpg,2.033333,1,3,1
AF1230.jpg,2.016667,3,3,2
AF1231.jpg,3.983333,4,5,5
AF1232.jpg,3.183333,4,3,3
AF1233.jpg,2.766667,3,3,3
AF1234.jpg,3.216667,3,3,3
AF1235.jpg,2.533333,1,3,2
AF1236.jpg,4.316667,4,5,5
AF1237.jpg,3.366667,3,3,3
AF1238.jpg,3.2,3,3,3
AF1239.jpg,3.566667,3,3,4
AF124.jpg,2.566667,2,3,2
AF1240.jpg,2.716667,2,3,4
AF1241.jpg,3.933333,4,4,5
AF1242.jpg,4.15,4,4,4
AF1243.jpg,2.2,1,3,1
AF1244.jpg,3.916667,4,5,5
AF1245.jpg,2.833333,3,3,3
AF1246.jpg,3.066667,3,3,4
AF1247.jpg,3.85,5,4,4
AF1248.jpg,3.216667,3,3,4
AF1249.jpg,4.316667,4,5,5
AF125.jpg,2.85,3,3,3
AF1250.jpg,2.433333,1,3,3
AF1251.jpg,3.683333,4,4,4
AF1252.jpg,3.383333,3,3,4
AF1253.jpg,4.35,5,5,4
AF1254.jpg,3.666667,4,5,4
AF1255.jpg,4.216667,4,5,4
AF1256.jpg,2.35,2,3,2
AF1257.jpg,4.2,5,5,4
AF1258.jpg,3.316667,3,3,3
AF1259.jpg,2.666667,2,3,3
AF126.jpg,2.75,3,3,2
AF1260.jpg,3.716667,3,4,5
AF1261.jpg,3.833333,5,4,4
AF1262.jpg,3.8,4,4,5
AF1263.jpg,3.116667,2,3,3
AF1264.jpg,2.9,1,3,3
AF1265.jpg,4.383333,4,4,5
AF1266.jpg,3.816667,4,4,4
AF1267.jpg,3.433333,3,3,4
AF1268.jpg,4.05,4,4,5
AF1269.jpg,3.483333,4,4,5
AF127.jpg,2.9,3,3,3
AF1270.jpg,4.166667,4,5,5
AF1271.jpg,3.333333,3,4,4
AF1272.jpg,3.9,4,4,4
AF1273.jpg,1.283333,1,1,1
AF1274.jpg,3.116667,3,3,3
AF1275.jpg,3.55,3,3,5
AF1276.jpg,2.016667,2,3,1
AF1277.jpg,3.716667,4,4,3
AF1278.jpg,3.566667,4,3,5
AF1279.jpg,4.133333,4,4,4
AF128.jpg,2.866667,3,3,5
AF1280.jpg,4.316667,4,4,5
AF1281.jpg,3.016667,3,3,3
AF1282.jpg,3.466667,3,4,4
AF1283.jpg,4.333333,4,5,5
AF1284.jpg,3.4,4,3,3
AF1285.jpg,3.966667,4,5,4
AF1286.jpg,3.9,4,4,4
AF1287.jpg,3.3,3,3,4
AF1288.jpg,3.283333,3,2,5
AF1289.jpg,2.716667,2,3,3
AF129.jpg,3.1,3,3,3
AF1290.jpg,2.983333,1,3,2
AF1291.jpg,4.4,5,4,4
AF1292.jpg,3.166667,4,3,3
AF1293.jpg,4.033333,4,4,5
AF1294.jpg,2.266667,4,3,1
AF1295.jpg,4.083333,5,4,5
AF1296.jpg,2.933333,3,3,3
AF1297.jpg,3.383333,4,3,4
AF1298.jpg,3.8,5,4,5
AF1299.jpg,3.716667,4,3,4
AF13.jpg,3.35,4,3,4
AF130.jpg,2.516667,3,3,3
AF1300.jpg,2.616667,3,3,3
AF1301.jpg,4.033333,4,4,4
AF1302.jpg,3.633333,4,4,4
AF1303.jpg,3.75,4,4,4
AF1304.jpg,2.333333,2,3,1
AF1305.jpg,4.083333,4,4,4
AF1306.jpg,2.033333,2,3,3
AF1307.jpg,2.833333,4,3,3
AF1308.jpg,3.55,3,4,5
AF1309.jpg,3.766667,5,5,4
AF131.jpg,2.816667,3,3,3
AF1310.jpg,2.25,2,3,3
AF1311.jpg,4.033333,3,4,4
AF1312.jpg,4,4,4,4
AF1313.jpg,2.516667,2,3,2
AF1314.jpg,2.75,3,3,4
AF1315.jpg,2.8,2,3,2
AF1316.jpg,4.05,4,5,4
AF1317.jpg,4.033333,5,4,4
AF1318.jpg,4.116667,5,4,5
AF1319.jpg,4.15,4,5,5
AF132.jpg,2.233333,2,3,2
AF1320.jpg,4.166667,5,4,5
AF1321.jpg,1.816667,2,3,1
AF1322.jpg,2.916667,3,3,3
AF1323.jpg,2.916667,2,3,3
AF1324.jpg,4.05,4,3,4
AF1325.jpg,2.2,2,3,2
AF1326.jpg,3.566667,4,4,4
AF1327.jpg,3.083333,3,3,3
AF1328.jpg,3.716667,4,4,4
AF1329.jpg,3.416667,2,4,4
AF133.jpg,2.833333,4,3,3
AF1330.jpg,4.016667,3,4,4
AF1331.jpg,3.9,5,3,4
AF1332.jpg,2.316667,2,3,1
AF1333.jpg,4.383333,5,5,5
AF1334.jpg,3.766667,3,3,4
AF1335.jpg,4.066667,3,3,5
AF1336.jpg,3.783333,3,4,4
AF1337.jpg,2.466667,2,3,3
AF1338.jpg,2.916667,3,3,3
AF1339.jpg,3.333333,3,3,4
AF134.jpg,2.316667,3,3,2
AF1340.jpg,3.9,3,4,4
AF1341.jpg,2.233333,1,3,2
AF1342.jpg,4.333333,5,5,5
AF1343.jpg,3.616667,2,5,2
AF1344.jpg,3.716667,5,4,3
AF1345.jpg,4.083333,4,4,5
AF1346.jpg,3.616667,4,4,5
AF1347.jpg,3.383333,4,3,4
AF1348.jpg,3.916667,3,4,5
AF1349.jpg,2.383333,2,3,4
AF135.jpg,2.883333,2,3,3
AF1350.jpg,1.533333,1,2,1
AF1351.jpg,2.45,2,3,3
AF1352.jpg,3.466667,3,3,4
AF1353.jpg,2.916667,2,3,4
AF1354.jpg,3.283333,3,3,4
AF1355.jpg,4.133333,3,4,5
AF1356.jpg,3.3,3,3,3
AF1357.jpg,4.283333,4,5,5
AF1358.jpg,2.416667,2,3,2
AF1359.jpg,3.916667,3,5,5
AF136.jpg,2.316667,1,3,3
AF1360.jpg,3.883333,4,4,4
AF1361.jpg,3.983333,3,5,4
AF1362.jpg,4.016667,4,4,4
AF1363.jpg,2.933333,3,3,3
AF1364.jpg,3.95,3,5,4
AF1365.jpg,4.483333,4,5,5
AF1366.jpg,3.533333,3,4,4
AF1367.jpg,3.083333,5,3,3
AF1368.jpg,3.083333,3,3,3
AF1369.jpg,2.5,2,3,2
AF137.jpg,2.716667,3,3,3
AF1370.jpg,3.666667,4,4,4
AF1371.jpg,3.633333,5,3,4
AF1372.jpg,3.133333,3,3,4
AF1373.jpg,2.783333,3,3,3
AF1374.jpg,4.3,4,4,4
AF1375.jpg,3.383333,3,3,4
AF1376.jpg,3.516667,4,4,3
AF1377.jpg,3.666667,4,3,3
AF1378.jpg,2.7,3,3,3
AF1379.jpg,2.733333,2,3,3
AF138.jpg,2.416667,2,3,3
AF1380.jpg,2.366667,1,3,2
AF1381.jpg,3.633333,4,4,4
AF1382.jpg,4.05,4,4,5
AF1383.jpg,2.033333,2,3,1
AF1384.jpg,3.966667,3,3,5
AF1385.jpg,3.8,4,4,5
AF1386.jpg,2.933333,3,3,4
AF1387.jpg,4.016667,5,4,4
AF1388.jpg,4.166667,4,4,5
AF1389.jpg,3.683333,3,3,4
AF139.jpg,2.133333,2,3,1
AF1390.jpg,4.133333,5,5,5
AF1391.jpg,2.966667,3,3,3
AF1392.jpg,4.033333,5,4,4
AF1393.jpg,3.566667,2,4,4
AF1394.jpg,3.283333,4,3,4
AF1395.jpg,3.816667,3,3,4
AF1396.jpg,4.05,3,4,5
AF1397.jpg,3.583333,3,4,4
AF1398.jpg,1.366667,1,2,1
AF1399.jpg,3.183333,3,3,4
AF14.jpg,1.716667,1,3,1
AF140.jpg,2.016667,1,3,1
AF1400.jpg,3.583333,3,4,4
AF1401.jpg,4.233333,4,4,5
AF1402.jpg,3.833333,4,4,5
AF1403.jpg,4.266667,4,5,5
AF1404.jpg,2.85,3,3,3
AF1405.jpg,4.116667,4,4,5
AF1406.jpg,3.766667,3,4,4
AF1407.jpg,3.25,2,3,3
AF1408.jpg,3.65,4,3,5
AF1409.jpg,3.5,3,5,4
AF141.jpg,2.333333,1,3,1
AF1410.jpg,3.216667,3,3,3
AF1411.jpg,3.133333,4,4,4
AF1412.jpg,3.233333,2,3,4
AF1413.jpg,3.366667,4,3,5
AF1414.jpg,3.733333,3,4,4
AF1415.jpg,1.733333,1,3,1
AF1416.jpg,3.383333,2,3,3
AF1417.jpg,3.75,4,4,4
AF1418.jpg,2.966667,3,3,4
AF1419.jpg,3.816667,4,3,4
AF142.jpg,2.166667,2,3,1
AF1420.jpg,3.433333,4,4,4
AF1421.jpg,3.166667,4,3,4
AF1422.jpg,3.966667,4,4,4
AF1423.jpg,3.733333,4,4,4
AF1424.jpg,2.983333,3,3,3
AF1425.jpg,3.483333,4,4,5
AF1426.jpg,3.5,3,3,5
AF1427.jpg,3.566667,3,3,4
AF1428.jpg,3.75,4,3,5
AF1429.jpg,3.716667,4,3,4
AF143.jpg,1.783333,2,3,1
AF1430.jpg,3.883333,4,4,4
AF1431.jpg,3.65,2,4,4
AF1432.jpg,3.216667,3,3,3
AF1433.jpg,3.216667,4,4,4
AF1434.jpg,3.616667,3,4,3
AF1435.jpg,2.7,3,3,4
AF1436.jpg,2.933333,3,3,3
AF1437.jpg,4.316667,4,5,5
AF1438.jpg,3.166667,3,3,4
AF1439.jpg,3.85,3,3,4
AF144.jpg,2.016667,1,3,1
AF1440.jpg,3.633333,4,3,5
AF1441.jpg,2.95,3,3,3
AF1442.jpg,3.683333,4,4,4
AF1443.jpg,3.2,2,3,4
AF1444.jpg,4.116667,5,4,5
AF1445.jpg,3.9,5,5,4
AF1446.jpg,3.766667,4,5,5
AF1447.jpg,4.316667,4,4,5
AF1448.jpg,3.9,4,4,5
AF1449.jpg,3.85,3,4,4
AF145.jpg,2.9,4,3,3
AF1450.jpg,2.766667,2,3,3
AF1451.jpg,4.066667,4,5,5
AF1452.jpg,3.016667,3,3,3
AF1453.jpg,1.15,1,1,1
AF1454.jpg,2.733333,2,3,3
AF1455.jpg,3.033333,1,3,4
AF1456.jpg,4.066667,5,5,5
AF1457.jpg,3.966667,3,4,4
AF1458.jpg,3.833333,4,4,4
AF1459.jpg,4,4,4,4
AF146.jpg,2.916667,2,3,3
AF1460.jpg,3.666667,2,3,3
AF1461.jpg,3.316667,3,3,4
AF1462.jpg,3.933333,4,3,4
AF1463.jpg,2.933333,3,3,3
AF1464.jpg,3.433333,3,3,5
AF1465.jpg,4.033333,4,4,4
AF1466.jpg,3.7,4,3,4
AF1467.jpg,3.716667,4,4,4
AF1468.jpg,4.383333,5,4,4
AF1469.jpg,4.033333,3,4,4
AF147.jpg,2.35,2,3,2
AF1470.jpg,3.216667,3,3,3
AF1471.jpg,3.266667,3,3,3
AF1472.jpg,3.8,4,4,4
AF1473.jpg,2.816667,2,3,2
AF1474.jpg,4.033333,4,4,5
AF1475.jpg,1.683333,1,3,1
AF1476.jpg,4.283333,4,5,4
AF1477.jpg,4.1,4,5,5
AF1478.jpg,3.95,3,4,4
AF1479.jpg,3.9,4,3,4
AF148.jpg,1.916667,1,3,1
AF1480.jpg,2.733333,3,3,3
AF1481.jpg,3.933333,4,4,5
AF1482.jpg,3.316667,3,3,4
AF1483.jpg,2.516667,3,3,3
AF1484.jpg,3.6,4,4,5
AF1485.jpg,2.95,3,3,3
AF1486.jpg,4.033333,4,4,5
AF1487.jpg,3.183333,1,3,3
AF1488.jpg,3.85,4,4,5
AF1489.jpg,3.1,3,3,3
AF149.jpg,2.35,2,3,1
AF1490.jpg,3.65,3,3,4
AF1491.jpg,4.2,5,5,5
AF1492.jpg,3.516667,3,4,3
AF1493.jpg,3.216667,4,3,4
AF1494.jpg,3.7,3,4,4
AF1495.jpg,4.033333,4,4,4
AF1496.jpg,3.683333,5,5,4
AF1497.jpg,2.85,3,3,3
AF1498.jpg,4.066667,4,4,5
AF1499.jpg,3.466667,3,3,4
AF15.jpg,2.8,3,3,3
AF150.jpg,2.466667,1,3,3
AF1500.jpg,4.45,5,4,5
AF1501.jpg,3.933333,3,4,4
AF1502.jpg,3.683333,3,4,3
AF1503.jpg,2.916667,3,3,2
AF1504.jpg,3.333333,3,3,3
AF1505.jpg,3.033333,4,3,4
AF1506.jpg,3.55,3,3,4
AF1507.jpg,2.766667,3,3,3
AF1508.jpg,3.916667,4,4,4
AF1509.jpg,1.7,1,3,1
AF151.jpg,2.266667,1,3,1
AF1510.jpg,3.666667,4,4,5
AF1511.jpg,3.883333,4,4,4
AF1512.jpg,2.983333,3,3,3
AF1513.jpg,3.716667,3,4,5
AF1514.jpg,4.033333,5,4,5
AF1515.jpg,3.8,4,3,4
AF1516.jpg,3.466667,4,3,4
AF1517.jpg,3.433333,3,3,4
AF1518.jpg,3.433333,4,4,4
AF1519.jpg,3.933333,4,5,4
AF152.jpg,2.683333,3,3,3
AF1520.jpg,3.233333,3,3,4
AF1521.jpg,3.65,3,3,5
AF1522.jpg,2,1,3,3
AF1523.jpg,3.8,4,4,4
AF1524.jpg,3.9,4,3,4
AF1525.jpg,3.75,4,4,5
AF1526.jpg,4.2,4,4,5
AF1527.jpg,3.833333,4,4,5
AF1528.jpg,3.383333,4,4,4
AF1529.jpg,3.733333,3,4,2
AF153.jpg,2.133333,1,3,2
AF1530.jpg,3.516667,3,3,3
AF1531.jpg,3.233333,3,4,4
AF1532.jpg,3.55,3,3,4
AF1533.jpg,4.116667,5,5,5
AF1534.jpg,4.2,4,5,5
AF1535.jpg,3.233333,3,3,4
AF1536.jpg,3.7,3,4,5
AF1537.jpg,3.633333,3,4,4
AF1538.jpg,4.033333,4,4,5
AF1539.jpg,1.616667,1,3,1
AF154.jpg,3,3,3,4
AF1540.jpg,1.383333,1,1,1
AF1541.jpg,3.55,3,3,3
AF1542.jpg,2.316667,2,3,2
AF1543.jpg,3.9,4,4,4
AF1544.jpg,3.033333,3,3,4
AF1545.jpg,4.216667,5,5,3
AF1546.jpg,3.966667,4,4,4
AF1547.jpg,4,5,4,5
AF1548.jpg,4.066667,4,3,5
AF1549.jpg,2.85,2,3,1
AF155.jpg,2.55,2,3,3
AF1550.jpg,3.383333,3,3,3
AF1551.jpg,3.616667,3,4,4
AF1552.jpg,3.5,3,4,3
AF1553.jpg,3.833333,3,3,4
AF1554.jpg,4.233333,5,5,5
AF1555.jpg,3.166667,3,5,2
AF1556.jpg,3.233333,4,3,4
AF1557.jpg,3.533333,4,3,4
AF1558.jpg,3.7,4,3,5
AF1559.jpg,4.133333,4,5,4
AF156.jpg,2.483333,2,3,1
AF1560.jpg,3.983333,4,4,4
AF1561.jpg,3.95,4,4,5
AF1562.jpg,3.4,4,4,4
AF1563.jpg,4.133333,5,4,5
AF1564.jpg,3.983333,4,4,5
AF1565.jpg,3.3,4,3,3
AF1566.jpg,3.75,4,3,4
AF1567.jpg,4.016667,5,3,4
AF1568.jpg,3.833333,4,4,5
AF1569.jpg,3.966667,4,4,4
AF157.jpg,2.366667,2,3,2
AF1570.jpg,2.5,2,3,3
AF1571.jpg,3.7,4,3,5
AF1572.jpg,4.3,5,5,5
AF1573.jpg,3.583333,4,4,4
AF1574.jpg,3.766667,3,4,3
AF1575.jpg,3.066667,3,3,3
AF1576.jpg,3.35,3,3,2
AF1577.jpg,3.4,4,4,4
AF1578.jpg,2.766667,2,3,3
AF1579.jpg,4.1,4,4,4
AF158.jpg,2.516667,1,3,2
AF1580.jpg,3.466667,3,4,3
AF1581.jpg,4.116667,4,5,4
AF1582.jpg,4.216667,5,4,5
AF1583.jpg,3.8,3,3,5
AF1584.jpg,3.833333,4,4,5
AF1585.jpg,3.75,4,4,4
AF1586.jpg,3.766667,4,3,4
AF1587.jpg,3.533333,3,3,4
AF1588.jpg,3.933333,3,3,4
AF1589.jpg,3.716667,3,3,4
AF159.jpg,2.783333,3,3,3
AF1590.jpg,1.066667,1,1,1
AF1591.jpg,3.7,3,3,4
AF1592.jpg,4.466667,5,5,5
AF1593.jpg,4.15,4,4,4
AF1594.jpg,3.816667,4,4,4
AF1595.jpg,3.916667,5,4,4
AF1596.jpg,3.066667,3,3,3
AF1597.jpg,3.75,4,4,4
AF1598.jpg,3.583333,4,4,4
AF1599.jpg,3.466667,4,4,4
AF16.jpg,2.1,1,3,1
AF160.jpg,1.983333,2,3,1
AF1600.jpg,3.016667,3,3,3
AF1601.jpg,4.483333,5,5,5
AF1602.jpg,3.7,4,4,4
AF1603.jpg,3.95,4,4,4
AF1604.jpg,3.7,3,4,3
AF1605.jpg,3.466667,3,3,5
AF1606.jpg,3.166667,3,3,3
AF1607.jpg,3.433333,3,3,4
AF1608.jpg,3.3,2,4,4
AF1609.jpg,3.516667,4,4,3
AF161.jpg,1.95,1,3,2
AF1610.jpg,4.2,5,4,4
AF1611.jpg,3.333333,4,3,3
AF1612.jpg,3.866667,4,4,5
AF1613.jpg,4,4,4,4
AF1614.jpg,2.966667,3,3,1
AF1615.jpg,3.366667,4,4,4
AF1616.jpg,2.783333,3,3,3
AF1617.jpg,3.616667,4,5,5
AF1618.jpg,2.533333,2,3,3
AF1619.jpg,1.633333,1,3,2
AF162.jpg,2.116667,2,3,1
AF1620.jpg,3.883333,4,4,4
AF1621.jpg,3.55,3,5,4
AF1622.jpg,3.9,4,3,5
AF1623.jpg,3.983333,4,4,4
AF1624.jpg,3.15,4,3,3
AF1625.jpg,2.083333,2,3,1
AF1626.jpg,3.066667,3,3,3
AF1627.jpg,3.766667,4,4,4
AF1628.jpg,4.1,4,5,5
AF1629.jpg,4.033333,4,4,4
AF163.jpg,2.8,3,3,3
AF1630.jpg,2.766667,3,4,3
AF1631.jpg,1.116667,1,1,1
AF1632.jpg,3.433333,3,4,3
AF1633.jpg,1.633333,1,2,1
AF1634.jpg,4,4,4,5
AF1635.jpg,3.783333,4,4,5
AF1636.jpg,2.466667,2,3,2
AF1637.jpg,3.983333,4,4,5
AF1638.jpg,3.833333,4,4,3
AF1639.jpg,3.366667,3,3,4
AF164.jpg,3.083333,3,3,3
